Year Month Day,neg,neu,pos
2018-4-19,0.0,11.0,1.0
2018-4-2,0.0,8.0,0.0
2018-4-20,0.0,13.0,0.0
2018-4-21,0.0,8.0,1.0
2018-4-22,0.0,6.0,1.0
2018-4-23,0.0,39.0,5.0
2018-4-24,0.0,36.0,1.0
2018-4-25,0.0,15.0,0.0
2018-4-26,0.0,15.0,0.0
2018-4-27,1.0,52.0,1.0
2018-4-28,0.0,39.0,0.0
2018-4-29,0.0,3.0,0.0
2018-4-3,1.0,16.0,1.0
2018-4-30,0.0,18.0,0.0
2018-4-4,0.0,18.0,0.0
2018-4-5,0.0,15.0,0.0
2018-4-6,0.0,7.0,0.0
2018-4-7,0.0,2.0,0.0
2018-4-8,0.0,10.0,0.0
2018-4-9,0.0,6.0,2.0
2018-5-1,0.0,11.0,2.0
2018-5-10,3.0,125.0,10.0
2018-5-11,4.0,60.0,7.0
2018-5-12,1.0,46.0,3.0
2018-5-13,2.0,12.0,1.0
2018-5-14,2.0,29.0,3.0
2018-5-15,1.0,26.0,2.0
2018-5-16,1.0,25.0,1.0
2018-5-17,1.0,25.0,3.0
2018-5-18,2.0,35.0,3.0
2018-5-19,7.0,27.0,2.0
2018-5-2,2.0,85.0,1.0
2018-5-20,2.0,29.0,1.0
2018-5-21,1.0,45.0,2.0
2018-5-22,1.0,73.0,2.0
2018-5-23,2.0,81.0,1.0
2018-5-24,2.0,87.0,2.0
2018-5-25,3.0,63.0,3.0
2018-5-26,3.0,40.0,0.0
2018-5-27,3.0,45.0,3.0
2018-5-28,4.0,79.0,1.0
2018-5-29,3.0,150.0,6.0
2018-5-3,5.0,53.0,2.0
2018-5-30,3.0,94.0,2.0
2018-5-31,3.0,71.0,5.0
2018-5-4,2.0,38.0,5.0
2018-5-5,1.0,26.0,0.0
2018-5-6,1.0,23.0,0.0
2018-5-7,2.0,34.0,1.0
2018-5-8,3.0,81.0,9.0
2018-5-9,5.0,169.0,5.0
2018-6-1,6.0,69.0,6.0
2018-6-10,2.0,12.0,1.0
2018-6-11,4.0,14.0,3.0
2018-6-12,2.0,66.0,1.0
2018-6-13,3.0,26.0,2.0
2018-6-14,6.0,24.0,3.0
2018-6-15,2.0,28.0,3.0
2018-6-16,4.0,19.0,0.0
2018-6-17,2.0,8.0,0.0
2018-6-18,0.0,32.0,1.0
2018-6-19,0.0,23.0,4.0
2018-6-2,2.0,38.0,10.0
2018-6-20,2.0,34.0,1.0
2018-6-21,1.0,40.0,2.0
2018-6-22,1.0,15.0,0.0
2018-6-23,5.0,8.0,0.0
2018-6-24,2.0,14.0,0.0
2018-6-25,3.0,15.0,1.0
2018-6-26,13.0,34.0,0.0
2018-6-27,6.0,32.0,0.0
2018-6-28,3.0,70.0,11.0
2018-6-29,4.0,43.0,5.0
2018-6-3,3.0,28.0,2.0
2018-6-30,1.0,34.0,0.0
2018-6-4,1.0,14.0,1.0
2018-6-5,0.0,22.0,3.0
2018-6-6,1.0,29.0,1.0
2018-6-7,2.0,38.0,1.0
2018-6-8,3.0,38.0,2.0
2018-6-9,1.0,33.0,0.0
2018-7-1,3.0,29.0,0.0
2018-7-10,1.0,45.0,1.0
2018-7-11,4.0,22.0,1.0
2018-7-12,1.0,24.0,0.0
2018-7-13,1.0,21.0,1.0
2018-7-14,0.0,7.0,1.0
2018-7-15,1.0,14.0,0.0
2018-7-16,6.0,16.0,0.0
2018-7-17,2.0,24.0,0.0
2018-7-18,0.0,14.0,0.0
2018-7-19,0.0,22.0,1.0
2018-7-2,2.0,45.0,2.0
2018-7-20,2.0,19.0,0.0
2018-7-21,1.0,38.0,1.0
2018-7-22,3.0,31.0,1.0
2018-7-23,1.0,31.0,2.0
2018-7-24,2.0,25.0,2.0
2018-7-25,2.0,21.0,2.0
2018-7-26,2.0,35.0,2.0
2018-7-27,3.0,48.0,8.0
2018-7-28,0.0,13.0,0.0
2018-7-29,3.0,16.0,0.0
2018-7-3,4.0,37.0,2.0
2018-7-30,0.0,13.0,0.0
2018-7-31,3.0,23.0,0.0
2018-7-4,4.0,39.0,0.0
2018-7-5,1.0,34.0,0.0
2018-7-6,0.0,15.0,1.0
2018-7-7,1.0,27.0,3.0
2018-7-8,3.0,14.0,0.0
2018-7-9,2.0,35.0,0.0
2018-8-1,2.0,23.0,0.0
2018-8-10,0.0,31.0,2.0
2018-8-11,0.0,14.0,0.0
2018-8-12,2.0,31.0,3.0
2018-8-13,0.0,11.0,0.0
2018-8-14,0.0,14.0,0.0
2018-8-15,0.0,20.0,0.0
2018-8-16,0.0,12.0,0.0
2018-8-17,1.0,21.0,0.0
2018-8-18,1.0,10.0,7.0
2018-8-19,0.0,13.0,1.0
2018-8-2,5.0,40.0,2.0
2018-8-20,0.0,20.0,0.0
2018-8-21,0.0,53.0,3.0
2018-8-22,0.0,14.0,0.0
2018-8-23,1.0,34.0,1.0
2018-8-24,0.0,24.0,2.0
2018-8-25,0.0,9.0,0.0
2018-8-26,0.0,11.0,0.0
2018-8-27,0.0,11.0,1.0
2018-8-28,0.0,6.0,0.0
2018-8-29,0.0,58.0,8.0
2018-8-3,1.0,46.0,4.0
2018-8-30,2.0,39.0,3.0
2018-8-31,1.0,26.0,0.0
2018-8-4,7.0,136.0,2.0
2018-8-5,0.0,25.0,0.0
2018-8-6,4.0,57.0,2.0
2018-8-7,3.0,50.0,2.0
2018-8-8,1.0,33.0,4.0
2018-8-9,0.0,28.0,3.0
2018-9-1,0.0,8.0,0.0
2018-9-10,0.0,21.0,2.0
2018-9-11,0.0,21.0,2.0
2018-9-12,1.0,34.0,0.0
2018-9-13,0.0,31.0,3.0
2018-9-14,1.0,14.0,3.0
2018-9-15,0.0,7.0,0.0
2018-9-16,0.0,4.0,0.0
2018-9-17,0.0,15.0,0.0
2018-9-18,0.0,26.0,0.0
2018-9-19,0.0,15.0,2.0
2018-9-2,1.0,8.0,0.0
2018-9-20,2.0,22.0,5.0
2018-9-21,0.0,18.0,1.0
2018-9-22,0.0,8.0,1.0
2018-9-23,0.0,13.0,3.0
2018-9-24,0.0,31.0,0.0
2018-9-25,0.0,11.0,1.0
2018-9-26,0.0,9.0,1.0
2018-9-27,0.0,15.0,4.0
2018-9-28,0.0,18.0,1.0
2018-9-29,0.0,22.0,1.0
2018-9-3,0.0,14.0,2.0
2018-9-30,0.0,6.0,1.0
2018-9-4,0.0,20.0,3.0
2018-9-5,0.0,26.0,0.0
2018-9-6,0.0,29.0,1.0
2018-9-7,1.0,20.0,0.0
2018-9-8,0.0,11.0,2.0
2018-9-9,1.0,3.0,1.0
2019-1-1,0.0,14.0,1.0
2019-1-10,1.0,20.0,1.0
2019-1-11,0.0,14.0,2.0
2019-1-12,0.0,31.0,2.0
2019-1-13,0.0,16.0,0.0
2019-1-14,0.0,48.0,5.0
2019-1-15,1.0,43.0,1.0
2019-1-16,0.0,29.0,1.0
2019-1-17,0.0,26.0,0.0
2019-1-18,3.0,32.0,2.0
2019-1-19,0.0,20.0,0.0
2019-1-2,0.0,26.0,8.0
2019-1-20,0.0,20.0,0.0
2019-1-21,0.0,23.0,1.0
2019-1-22,1.0,34.0,2.0
2019-1-23,0.0,35.0,1.0
2019-1-24,0.0,27.0,4.0
2019-1-25,3.0,166.0,5.0
2019-1-26,0.0,46.0,1.0
2019-1-27,2.0,35.0,4.0
2019-1-28,1.0,60.0,4.0
2019-1-29,1.0,19.0,0.0
2019-1-3,0.0,39.0,4.0
2019-1-30,1.0,56.0,1.0
2019-1-31,0.0,33.0,0.0
2019-1-4,1.0,13.0,1.0
2019-1-5,0.0,50.0,4.0
2019-1-6,0.0,39.0,3.0
2019-1-7,0.0,51.0,3.0
2019-1-8,0.0,72.0,9.0
2019-1-9,0.0,12.0,4.0
2019-10-1,4.0,43.0,1.0
2019-10-10,0.0,22.0,0.0
2019-10-11,0.0,18.0,2.0
2019-10-12,1.0,28.0,0.0
2019-10-13,0.0,4.0,0.0
2019-10-14,0.0,24.0,1.0
2019-10-15,0.0,16.0,0.0
2019-10-16,1.0,37.0,0.0
2019-10-17,1.0,40.0,2.0
2019-10-18,0.0,51.0,5.0
2019-10-19,0.0,27.0,1.0
2019-10-2,2.0,44.0,1.0
2019-10-20,0.0,18.0,1.0
2019-10-21,1.0,24.0,0.0
2019-10-22,3.0,51.0,2.0
2019-10-23,2.0,50.0,1.0
2019-10-24,1.0,42.0,3.0
2019-10-25,0.0,44.0,0.0
2019-10-26,1.0,31.0,1.0
2019-10-27,1.0,11.0,1.0
2019-10-28,0.0,14.0,1.0
2019-10-29,0.0,17.0,0.0
2019-10-3,0.0,23.0,1.0
2019-10-30,1.0,14.0,0.0
2019-10-31,0.0,18.0,1.0
2019-10-4,0.0,18.0,2.0
2019-10-5,0.0,24.0,2.0
2019-10-6,0.0,15.0,0.0
2019-10-7,1.0,20.0,1.0
2019-10-8,0.0,18.0,0.0
2019-10-9,0.0,30.0,5.0
2019-11-1,0.0,29.0,3.0
2019-11-10,0.0,20.0,0.0
2019-11-11,0.0,27.0,2.0
2019-11-12,0.0,36.0,0.0
2019-11-13,0.0,9.0,1.0
2019-11-14,0.0,9.0,0.0
2019-11-15,1.0,37.0,9.0
2019-11-16,0.0,12.0,2.0
2019-11-17,2.0,46.0,1.0
2019-11-18,1.0,14.0,0.0
2019-11-19,0.0,22.0,3.0
2019-11-2,0.0,18.0,1.0
2019-11-20,0.0,24.0,2.0
2019-11-21,1.0,31.0,1.0
2019-11-22,2.0,30.0,3.0
2019-11-23,2.0,42.0,1.0
2019-11-24,0.0,27.0,0.0
2019-11-25,0.0,37.0,0.0
2019-11-26,0.0,48.0,1.0
2019-11-27,2.0,82.0,4.0
2019-11-28,1.0,108.0,2.0
2019-11-29,1.0,41.0,1.0
2019-11-3,0.0,16.0,0.0
2019-11-30,3.0,34.0,3.0
2019-11-4,1.0,36.0,0.0
2019-11-5,0.0,39.0,7.0
2019-11-6,1.0,33.0,4.0
2019-11-7,0.0,27.0,2.0
2019-11-8,1.0,54.0,14.0
2019-11-9,0.0,49.0,4.0
2019-12-1,3.0,55.0,2.0
2019-12-10,14.0,238.0,8.0
2019-12-11,2.0,142.0,7.0
2019-12-12,8.0,150.0,19.0
2019-12-13,6.0,218.0,40.0
2019-12-14,13.0,64.0,7.0
2019-12-15,1.0,108.0,9.0
2019-12-16,0.0,68.0,0.0
2019-12-17,0.0,42.0,2.0
2019-12-18,1.0,26.0,1.0
2019-12-19,0.0,31.0,1.0
2019-12-2,2.0,56.0,1.0
2019-12-20,0.0,29.0,4.0
2019-12-21,0.0,42.0,1.0
2019-12-22,3.0,29.0,3.0
2019-12-23,1.0,43.0,4.0
2019-12-24,0.0,18.0,1.0
2019-12-25,0.0,15.0,0.0
2019-12-26,1.0,31.0,0.0
2019-12-27,0.0,28.0,1.0
2019-12-28,0.0,14.0,1.0
2019-12-29,1.0,13.0,0.0
2019-12-3,1.0,40.0,1.0
2019-12-30,0.0,15.0,0.0
2019-12-31,0.0,15.0,1.0
2019-12-4,0.0,11.0,2.0
2019-12-5,0.0,24.0,4.0
2019-12-6,1.0,67.0,5.0
2019-12-7,0.0,52.0,2.0
2019-12-8,2.0,95.0,10.0
2019-12-9,9.0,147.0,11.0
2019-2-1,1.0,47.0,1.0
2019-2-10,0.0,23.0,4.0
2019-2-11,0.0,80.0,5.0
2019-2-12,2.0,49.0,1.0
2019-2-13,0.0,29.0,7.0
2019-2-14,1.0,63.0,12.0
2019-2-15,0.0,47.0,0.0
2019-2-16,0.0,10.0,1.0
2019-2-17,1.0,62.0,0.0
2019-2-18,1.0,29.0,3.0
2019-2-19,2.0,57.0,4.0
2019-2-2,1.0,25.0,2.0
2019-2-20,0.0,46.0,4.0
2019-2-21,0.0,39.0,1.0
2019-2-22,0.0,32.0,3.0
2019-2-23,0.0,9.0,1.0
2019-2-24,0.0,13.0,3.0
2019-2-25,2.0,25.0,3.0
2019-2-26,0.0,8.0,0.0
2019-2-27,0.0,31.0,1.0
2019-2-28,1.0,50.0,10.0
2019-2-3,0.0,12.0,0.0
2019-2-4,1.0,26.0,2.0
2019-2-5,1.0,26.0,3.0
2019-2-6,1.0,26.0,4.0
2019-2-7,1.0,37.0,2.0
2019-2-8,2.0,126.0,26.0
2019-2-9,0.0,59.0,5.0
2019-3-1,1.0,71.0,2.0
2019-3-10,0.0,26.0,1.0
2019-3-11,3.0,34.0,3.0
2019-3-12,0.0,24.0,0.0
2019-3-13,1.0,20.0,1.0
2019-3-14,1.0,31.0,2.0
2019-3-15,318.0,3509.0,153.0
2019-3-16,168.0,2881.0,124.0
2019-3-17,57.0,1379.0,98.0
2019-3-18,21.0,953.0,72.0
2019-3-19,18.0,786.0,61.0
2019-3-2,2.0,48.0,0.0
2019-3-20,16.0,739.0,86.0
2019-3-21,23.0,838.0,84.0
2019-3-22,14.0,853.0,85.0
2019-3-23,7.0,734.0,120.0
2019-3-24,4.0,334.0,48.0
2019-3-25,4.0,307.0,31.0
2019-3-26,1.0,188.0,16.0
2019-3-27,4.0,246.0,31.0
2019-3-28,1.0,134.0,8.0
2019-3-29,6.0,286.0,7.0
2019-3-3,0.0,11.0,0.0
2019-3-30,3.0,108.0,9.0
2019-3-31,1.0,86.0,7.0
2019-3-4,0.0,27.0,1.0
2019-3-5,2.0,33.0,0.0
2019-3-6,0.0,25.0,1.0
2019-3-7,0.0,27.0,0.0
2019-3-8,8.0,176.0,4.0
2019-3-9,5.0,71.0,2.0
2019-4-1,4.0,70.0,1.0
2019-4-10,0.0,43.0,5.0
2019-4-11,5.0,200.0,10.0
2019-4-12,0.0,79.0,7.0
2019-4-13,0.0,33.0,4.0
2019-4-14,0.0,14.0,3.0
2019-4-15,2.0,37.0,3.0
2019-4-16,2.0,48.0,8.0
2019-4-17,2.0,116.0,9.0
2019-4-18,1.0,111.0,1.0
2019-4-19,2.0,116.0,5.0
2019-4-2,1.0,65.0,5.0
2019-4-20,0.0,38.0,0.0
2019-4-21,0.0,32.0,2.0
2019-4-22,2.0,86.0,8.0
2019-4-23,3.0,68.0,6.0
2019-4-24,3.0,30.0,5.0
2019-4-25,6.0,42.0,3.0
2019-4-26,0.0,51.0,1.0
2019-4-27,1.0,48.0,2.0
2019-4-28,2.0,73.0,0.0
2019-4-29,6.0,129.0,8.0
2019-4-3,2.0,54.0,2.0
2019-4-30,3.0,73.0,12.0
2019-4-4,7.0,143.0,4.0
2019-4-5,5.0,112.0,6.0
2019-4-6,2.0,57.0,5.0
2019-4-7,0.0,30.0,2.0
2019-4-8,1.0,39.0,6.0
2019-4-9,2.0,65.0,5.0
2019-5-1,3.0,66.0,8.0
2019-5-10,5.0,152.0,4.0
2019-5-11,1.0,54.0,6.0
2019-5-12,0.0,35.0,6.0
2019-5-13,2.0,37.0,2.0
2019-5-14,0.0,69.0,9.0
2019-5-15,2.0,148.0,9.0
2019-5-16,3.0,126.0,9.0
2019-5-17,0.0,169.0,6.0
2019-5-18,0.0,147.0,3.0
2019-5-19,3.0,143.0,8.0
2019-5-2,0.0,57.0,6.0
2019-5-20,3.0,52.0,9.0
2019-5-21,2.0,72.0,7.0
2019-5-22,2.0,163.0,9.0
2019-5-23,3.0,134.0,7.0
2019-5-24,2.0,103.0,6.0
2019-5-25,0.0,45.0,3.0
2019-5-26,2.0,56.0,5.0
2019-5-27,4.0,86.0,3.0
2019-5-28,2.0,63.0,5.0
2019-5-29,4.0,87.0,3.0
2019-5-3,0.0,59.0,3.0
2019-5-30,2.0,177.0,9.0
2019-5-31,4.0,68.0,7.0
2019-5-4,0.0,23.0,5.0
2019-5-5,0.0,14.0,1.0
2019-5-6,0.0,37.0,0.0
2019-5-7,0.0,29.0,0.0
2019-5-8,1.0,87.0,0.0
2019-5-9,1.0,53.0,3.0
2019-6-1,0.0,52.0,4.0
2019-6-10,1.0,34.0,5.0
2019-6-11,1.0,9.0,1.0
2019-6-12,1.0,79.0,8.0
2019-6-13,4.0,76.0,4.0
2019-6-14,8.0,118.0,14.0
2019-6-15,5.0,35.0,2.0
2019-6-16,2.0,23.0,1.0
2019-6-17,4.0,28.0,2.0
2019-6-18,5.0,42.0,2.0
2019-6-19,0.0,34.0,1.0
2019-6-2,1.0,24.0,0.0
2019-6-20,2.0,72.0,2.0
2019-6-21,6.0,32.0,2.0
2019-6-22,3.0,10.0,0.0
2019-6-23,4.0,29.0,0.0
2019-6-24,3.0,55.0,0.0
2019-6-25,4.0,107.0,16.0
2019-6-26,3.0,25.0,4.0
2019-6-27,0.0,43.0,1.0
2019-6-28,3.0,69.0,3.0
2019-6-29,1.0,27.0,2.0
2019-6-3,2.0,88.0,3.0
2019-6-30,2.0,38.0,2.0
2019-6-4,1.0,44.0,2.0
2019-6-5,2.0,65.0,1.0
2019-6-6,1.0,44.0,3.0
2019-6-7,0.0,21.0,3.0
2019-6-8,0.0,13.0,0.0
2019-6-9,2.0,25.0,2.0
2019-7-1,4.0,33.0,3.0
2019-7-10,4.0,63.0,3.0
2019-7-11,0.0,41.0,4.0
2019-7-12,4.0,50.0,5.0
2019-7-13,4.0,45.0,5.0
2019-7-14,3.0,57.0,2.0
2019-7-15,3.0,54.0,12.0
2019-7-16,0.0,49.0,7.0
2019-7-17,1.0,47.0,9.0
2019-7-18,1.0,43.0,4.0
2019-7-19,3.0,67.0,4.0
2019-7-2,2.0,23.0,1.0
2019-7-20,0.0,28.0,1.0
2019-7-21,0.0,44.0,4.0
2019-7-22,2.0,24.0,2.0
2019-7-23,0.0,20.0,0.0
2019-7-24,1.0,60.0,0.0
2019-7-25,1.0,66.0,0.0
2019-7-26,1.0,105.0,0.0
2019-7-27,3.0,25.0,1.0
2019-7-28,0.0,27.0,0.0
2019-7-29,4.0,45.0,2.0
2019-7-3,2.0,37.0,3.0
2019-7-30,3.0,64.0,1.0
2019-7-31,2.0,65.0,1.0
2019-7-4,2.0,33.0,2.0
2019-7-5,5.0,64.0,4.0
2019-7-6,3.0,57.0,2.0
2019-7-7,0.0,20.0,1.0
2019-7-8,1.0,59.0,3.0
2019-7-9,3.0,98.0,7.0
2019-8-1,7.0,69.0,0.0
2019-8-10,2.0,35.0,1.0
2019-8-11,1.0,27.0,0.0
2019-8-12,0.0,80.0,3.0
2019-8-13,0.0,26.0,0.0
2019-8-14,0.0,23.0,1.0
2019-8-15,1.0,42.0,0.0
2019-8-16,1.0,50.0,4.0
2019-8-17,1.0,37.0,1.0
2019-8-18,1.0,15.0,1.0
2019-8-19,0.0,26.0,0.0
2019-8-2,2.0,46.0,2.0
2019-8-20,0.0,19.0,1.0
2019-8-21,0.0,13.0,1.0
2019-8-22,0.0,22.0,1.0
2019-8-23,0.0,43.0,3.0
2019-8-24,0.0,13.0,1.0
2019-8-25,0.0,29.0,1.0
2019-8-26,0.0,29.0,0.0
2019-8-27,1.0,12.0,0.0
2019-8-28,0.0,71.0,5.0
2019-8-29,2.0,63.0,2.0
2019-8-3,2.0,16.0,0.0
2019-8-30,1.0,28.0,0.0
2019-8-31,0.0,26.0,2.0
2019-8-4,6.0,99.0,5.0
2019-8-5,3.0,176.0,5.0
2019-8-6,1.0,115.0,3.0
2019-8-7,2.0,41.0,0.0
2019-8-8,3.0,128.0,4.0
2019-8-9,2.0,134.0,7.0
2019-9-1,0.0,15.0,3.0
2019-9-10,4.0,98.0,4.0
2019-9-11,11.0,156.0,12.0
2019-9-12,1.0,32.0,2.0
2019-9-13,2.0,52.0,5.0
2019-9-14,4.0,83.0,5.0
2019-9-15,5.0,71.0,7.0
2019-9-16,4.0,80.0,6.0
2019-9-17,5.0,99.0,3.0
2019-9-18,3.0,81.0,2.0
2019-9-19,1.0,25.0,1.0
2019-9-2,0.0,14.0,0.0
2019-9-20,3.0,68.0,8.0
2019-9-21,4.0,20.0,1.0
2019-9-22,1.0,12.0,0.0
2019-9-23,1.0,59.0,1.0
2019-9-24,3.0,30.0,1.0
2019-9-25,2.0,32.0,0.0
2019-9-26,2.0,28.0,3.0
2019-9-27,4.0,27.0,1.0
2019-9-28,3.0,21.0,1.0
2019-9-29,1.0,25.0,1.0
2019-9-3,1.0,45.0,1.0
2019-9-30,3.0,32.0,4.0
2019-9-4,0.0,17.0,0.0
2019-9-5,0.0,17.0,0.0
2019-9-6,0.0,36.0,0.0
2019-9-7,0.0,76.0,3.0
2019-9-8,1.0,12.0,0.0
2019-9-9,4.0,109.0,7.0
2020-1-1,1.0,87.0,5.0
2020-1-10,0.0,47.0,7.0
2020-1-11,5.0,85.0,3.0
2020-1-12,1.0,74.0,0.0
2020-1-13,3.0,71.0,1.0
2020-1-14,1.0,26.0,1.0
2020-1-15,2.0,50.0,5.0
2020-1-16,0.0,33.0,1.0
2020-1-17,2.0,24.0,2.0
2020-1-18,0.0,18.0,1.0
2020-1-19,0.0,20.0,0.0
2020-1-2,1.0,39.0,5.0
2020-1-20,0.0,50.0,3.0
2020-1-21,1.0,48.0,1.0
2020-1-22,0.0,44.0,2.0
2020-1-23,1.0,43.0,2.0
2020-1-24,2.0,20.0,0.0
2020-1-25,3.0,9.0,1.0
2020-1-26,7.0,16.0,1.0
2020-1-27,1.0,27.0,4.0
2020-1-28,0.0,28.0,8.0
2020-1-29,2.0,21.0,2.0
2020-1-3,2.0,40.0,6.0
2020-1-30,6.0,36.0,2.0
2020-1-31,2.0,54.0,4.0
2020-1-4,0.0,17.0,3.0
2020-1-5,0.0,9.0,0.0
2020-1-6,0.0,21.0,1.0
2020-1-7,2.0,64.0,1.0
2020-1-8,1.0,69.0,5.0
2020-1-9,0.0,37.0,1.0
2020-2-1,1.0,33.0,4.0
2020-2-10,4.0,31.0,4.0
2020-2-11,3.0,250.0,3.0
2020-2-12,2.0,103.0,4.0
2020-2-13,0.0,52.0,2.0
2020-2-14,0.0,60.0,2.0
2020-2-15,5.0,75.0,4.0
2020-2-16,3.0,40.0,0.0
2020-2-17,0.0,56.0,0.0
2020-2-18,0.0,56.0,1.0
2020-2-19,3.0,47.0,1.0
2020-2-2,1.0,11.0,1.0
2020-2-20,3.0,48.0,1.0
2020-2-21,2.0,32.0,0.0
2020-2-22,2.0,22.0,1.0
2020-2-23,1.0,14.0,0.0
2020-2-24,0.0,10.0,5.0
2020-2-25,1.0,33.0,1.0
2020-2-26,2.0,25.0,1.0
2020-2-27,0.0,82.0,1.0
2020-2-28,3.0,93.0,2.0
2020-2-29,2.0,27.0,2.0
2020-2-3,0.0,58.0,1.0
2020-2-4,2.0,28.0,0.0
2020-2-5,1.0,20.0,0.0
2020-2-6,6.0,23.0,3.0
2020-2-7,1.0,36.0,2.0
2020-2-8,3.0,9.0,0.0
2020-2-9,5.0,23.0,2.0
2020-3-1,1.0,15.0,0.0
2020-3-10,2.0,89.0,3.0
2020-3-11,5.0,27.0,1.0
2020-3-12,1.0,51.0,1.0
2020-3-13,1.0,58.0,2.0
2020-3-14,0.0,18.0,1.0
2020-3-15,3.0,20.0,1.0
2020-3-16,3.0,27.0,1.0
2020-3-17,0.0,47.0,3.0
2020-3-18,1.0,64.0,3.0
2020-3-19,1.0,36.0,1.0
2020-3-2,0.0,21.0,0.0
2020-3-20,5.0,36.0,0.0
2020-3-21,5.0,60.0,1.0
2020-3-22,6.0,64.0,2.0
2020-3-23,0.0,101.0,5.0
2020-3-24,1.0,120.0,12.0
2020-3-25,15.0,459.0,37.0
2020-3-26,8.0,541.0,42.0
2020-3-27,6.0,369.0,20.0
2020-3-28,4.0,255.0,19.0
2020-3-29,0.0,236.0,21.0
2020-3-3,2.0,67.0,1.0
2020-3-30,1.0,164.0,18.0
2020-3-31,5.0,200.0,19.0
2020-3-4,1.0,40.0,2.0
2020-3-5,3.0,23.0,3.0
2020-3-6,3.0,32.0,0.0
2020-3-7,2.0,56.0,2.0
2020-3-8,10.0,107.0,7.0
2020-3-9,5.0,96.0,13.0
2020-4-1,1.0,143.0,12.0
2020-4-10,3.0,218.0,20.0
2020-4-11,1.0,103.0,12.0
2020-4-12,1.0,101.0,10.0
2020-4-13,3.0,118.0,21.0
2020-4-14,2.0,125.0,7.0
2020-4-15,2.0,150.0,13.0
2020-4-16,3.0,80.0,7.0
2020-4-17,2.0,65.0,5.0
2020-4-18,1.0,96.0,14.0
2020-4-19,2.0,83.0,5.0
2020-4-2,3.0,190.0,11.0
2020-4-20,2.0,135.0,44.0
2020-4-21,2.0,82.0,21.0
2020-4-22,8.0,177.0,8.0
2020-4-23,0.0,82.0,8.0
2020-4-24,2.0,108.0,12.0
2020-4-25,1.0,76.0,1.0
2020-4-26,1.0,39.0,1.0
2020-4-27,3.0,64.0,5.0
2020-4-28,3.0,102.0,7.0
2020-4-29,1.0,35.0,0.0
2020-4-3,2.0,135.0,5.0
2020-4-30,0.0,61.0,5.0
2020-4-4,1.0,141.0,15.0
2020-4-5,5.0,163.0,34.0
2020-4-6,3.0,86.0,12.0
2020-4-7,1.0,167.0,18.0
2020-4-8,7.0,234.0,31.0
2020-4-9,0.0,189.0,8.0
2020-5-1,1.0,102.0,22.0
2020-5-10,0.0,59.0,3.0
2020-5-11,0.0,13.0,1.0
2020-5-12,0.0,81.0,6.0
2020-5-13,2.0,129.0,5.0
2020-5-14,1.0,77.0,5.0
2020-5-15,0.0,84.0,0.0
2020-5-16,1.0,31.0,1.0
2020-5-17,1.0,47.0,1.0
2020-5-18,1.0,60.0,0.0
2020-5-19,0.0,14.0,1.0
2020-5-2,3.0,79.0,6.0
2020-5-20,1.0,87.0,5.0
2020-5-21,10.0,82.0,11.0
2020-5-3,1.0,81.0,2.0
2020-5-4,0.0,107.0,4.0
2020-5-5,1.0,57.0,9.0
2020-5-6,1.0,62.0,3.0
2020-5-7,2.0,40.0,3.0
2020-5-8,2.0,51.0,6.0
2020-5-9,1.0,30.0,3.0
